IP:PORT, LOSS, DELAY
162.159.193.105:500,100.00%,1000 ms
162.159.193.102:4500,100.00%,1000 ms
162.159.193.143:4500,100.00%,1000 ms
162.159.193.179:4500,100.00%,1000 ms
162.159.193.142:500,100.00%,1000 ms
162.159.193.179:1701,100.00%,1000 ms
162.159.193.179:500,100.00%,1000 ms
162.159.193.174:4500,100.00%,1000 ms
162.159.193.103:2408,100.00%,1000 ms
162.159.193.137:4500,100.00%,1000 ms
162.159.193.103:500,100.00%,1000 ms
162.159.193.115:4500,100.00%,1000 ms
162.159.193.137:1701,100.00%,1000 ms
162.159.193.131:500,100.00%,1000 ms
162.159.193.150:500,100.00%,1000 ms
162.159.193.62:500,100.00%,1000 ms
162.159.193.84:500,100.00%,1000 ms
162.159.193.139:2408,100.00%,1000 ms
162.159.193.83:4500,100.00%,1000 ms
162.159.193.170:4500,100.00%,1000 ms
162.159.193.123:500,100.00%,1000 ms
162.159.193.171:2408,100.00%,1000 ms
162.159.193.149:4500,100.00%,1000 ms
162.159.193.124:4500,100.00%,1000 ms
162.159.193.135:500,100.00%,1000 ms
162.159.193.59:500,100.00%,1000 ms
162.159.193.167:4500,100.00%,1000 ms
162.159.193.96:4500,100.00%,1000 ms
162.159.193.80:2408,100.00%,1000 ms
162.159.193.162:2408,100.00%,1000 ms
162.159.193.56:4500,100.00%,1000 ms
162.159.193.114:500,100.00%,1000 ms
162.159.193.73:500,100.00%,1000 ms
162.159.193.76:1701,100.00%,1000 ms
162.159.193.55:2408,100.00%,1000 ms
162.159.193.72:500,100.00%,1000 ms
162.159.193.89:500,100.00%,1000 ms
162.159.193.49:2408,100.00%,1000 ms
162.159.193.93:500,100.00%,1000 ms
162.159.193.148:2408,100.00%,1000 ms
162.159.193.92:2408,100.00%,1000 ms
162.159.193.107:4500,100.00%,1000 ms
162.159.193.110:2408,100.00%,1000 ms
162.159.193.88:4500,100.00%,1000 ms
162.159.193.148:500,100.00%,1000 ms
162.159.193.39:1701,100.00%,1000 ms
162.159.193.88:2408,100.00%,1000 ms
162.159.193.88:500,100.00%,1000 ms
162.159.193.161:1701,100.00%,1000 ms
162.159.193.66:500,100.00%,1000 ms
162.159.193.138:500,100.00%,1000 ms
162.159.193.139:500,100.00%,1000 ms
162.159.193.86:2408,100.00%,1000 ms
162.159.193.160:4500,100.00%,1000 ms
162.159.193.145:1701,100.00%,1000 ms
162.159.193.158:4500,100.00%,1000 ms
